,run,round,hold_1,hold_2,score_1,score_2
79,27,2,"['maki roll 3', 'tempura', 'sashimi', 'sashimi', 'salmon nigiri', 'tempura', 'maki roll 2', 'tempura', 'dumpling', 'wasabi']","['pudding', 'pudding', 'egg nigiri', 'dumpling', 'maki roll 1', 'dumpling', 'pudding', 'maki roll 3', 'maki roll 3', 'salmon nigiri', 'dumpling']",30,17
80,27,3,"['maki roll 2', 'dumpling', 'maki roll 3', 'tempura', 'maki roll 2', 'sashimi', 'chopsticks', 'sashimi', 'dumpling', 'tempura']","['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'maki roll 1', 'pudding', 'sashimi', 'pudding', 'squid nigiri', 'chopsticks', 'dumpling', 'salmon nigiri']",38,32
81,28,1,"['chopsticks', 'pudding', 'wasabi', 'maki roll 2', 'maki roll 3', 'squid nigiri', 'maki roll 1', 'salmon nigiri', 'tempura', 'squid nigiri']","['pudding', 'wasabi', 'dumpling', 'sashimi', 'salmon nigiri', 'egg nigiri', 'salmon nigiri', 'maki roll 2', 'dumpling', 'maki roll 1']",14,11
82,28,2,"['pudding', 'egg nigiri', 'dumpling', 'wasabi', 'pudding', 'chopsticks', 'dumpling', 'maki roll 3', 'chopsticks', 'dumpling', 'maki roll 2']","['pudding', 'maki roll 2', 'tempura', 'pudding', 'maki roll 3', 'sashimi', 'maki roll 2', 'tempura', 'sashimi', 'maki roll 2', 'salmon nigiri']",24,21
83,28,3,"['pudding', 'pudding', 'pudding', 'pudding', 'dumpling', 'sashimi', 'maki roll 3', 'tempura', 'tempura', 'dumpling', 'tempura', 'dumpling']","['pudding', 'pudding', 'egg nigiri', 'pudding', 'salmon nigiri', 'dumpling', 'tempura', 'salmon nigiri', 'maki roll 3', 'dumpling', 'sashimi', 'tempura']",44,31
84,29,1,"['maki roll 3', 'sashimi', 'tempura', 'tempura', 'sashimi', 'dumpling', 'maki roll 2', 'tempura', 'dumpling', 'dumpling']","['sashimi', 'maki roll 2', 'sashimi', 'dumpling', 'salmon nigiri', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'tempura', 'salmon nigiri']",14,8
85,29,2,"['maki roll 3', 'wasabi', 'tempura', 'tempura', 'dumpling', 'sashimi', 'egg nigiri', 'tempura', 'chopsticks', 'maki roll 3']","['sashimi', 'sashimi', 'egg nigiri', 'salmon nigiri', 'salmon nigiri', 'maki roll 3', 'sashimi', 'maki roll 3', 'wasabi', 'maki roll 2']",24,26
86,29,3,"['pudding', 'tempura', 'dumpling', 'dumpling', 'squid nigiri', 'pudding', 'pudding', 'maki roll 1', 'maki roll 1', 'salmon nigiri']","['dumpling', 'sashimi', 'maki roll 2', 'sashimi', 'pudding', 'maki roll 1', 'sashimi', 'salmon nigiri', 'egg nigiri', 'pudding']",41,37
87,30,1,"['chopsticks', 'salmon nigiri', 'tempura', 'maki roll 3', 'maki roll 2', 'tempura', 'sashimi', 'maki roll 2', 'sashimi', 'maki roll 3']","['salmon nigiri', 'maki roll 2', 'wasabi', 'dumpling', 'maki roll 3', 'pudding', 'salmon nigiri', 'sashimi', 'maki roll 2', 'tempura']",13,8
88,30,2,"['maki roll 1', 'chopsticks', 'salmon nigiri', 'sashimi', 'dumpling', 'maki roll 2', 'tempura', 'squid nigiri', 'maki roll 1', 'wasabi']","['pudding', 'squid nigiri', 'sashimi', 'pudding', 'squid nigiri', 'dumpling', 'squid nigiri', 'maki roll 2', 'wasabi', 'dumpling', 'maki roll 2']",22,23
89,30,3,"['dumpling', 'salmon nigiri', 'salmon nigiri', 'pudding', 'sashimi', 'tempura', 'maki roll 1', 'tempura', 'dumpling', 'wasabi']","['pudding', 'pudding', 'sashimi', 'sashimi', 'sashimi', 'salmon nigiri', 'pudding', 'tempura', 'salmon nigiri', 'sashimi', 'maki roll 2', 'pudding']",31,46
90,31,1,"['sashimi', 'dumpling', 'tempura', 'maki roll 2', 'maki roll 2', 'dumpling', 'sashimi', 'salmon nigiri', 'tempura', 'salmon nigiri']","['pudding', 'pudding', 'tempura', 'maki roll 3', 'pudding', 'sashimi', 'maki roll 2', 'wasabi', 'chopsticks', 'dumpling']",15,4
91,31,2,"['wasabi', 'chopsticks', 'dumpling', 'dumpling', 'tempura', 'pudding', 'dumpling', 'maki roll 2', 'wasabi', 'pudding']","['pudding', 'pudding', 'pudding', 'dumpling', 'squid nigiri', 'maki roll 2', 'maki roll 1', 'egg nigiri', 'maki roll 1', 'pudding', 'maki roll 3', 'squid nigiri', 'maki roll 1']",24,15
92,31,3,"['pudding', 'pudding', 'maki roll 1', 'sashimi', 'squid nigiri', 'dumpling', 'maki roll 1', 'squid nigiri', 'egg nigiri', 'sashimi', 'tempura', 'tempura']","['pudding', 'pudding', 'pudding', 'pudding', 'chopsticks', 'tempura', 'squid nigiri', 'wasabi', 'maki roll 3', 'wasabi', 'pudding', 'maki roll 2', 'maki roll 3', 'sashimi']",34,27
93,32,1,"['dumpling', 'maki roll 2', 'squid nigiri', 'maki roll 2', 'sashimi', 'dumpling', 'dumpling', 'maki roll 2', 'maki roll 3', 'sashimi']","['dumpling', 'sashimi', 'maki roll 2', 'maki roll 3', 'salmon nigiri', 'sashimi', 'sashimi', 'pudding', 'tempura', 'pudding']",15,16
94,32,2,"['sashimi', 'tempura', 'sashimi', 'sashimi', 'maki roll 2', 'tempura', 'salmon nigiri', 'maki roll 1', 'sashimi', 'wasabi']","['pudding', 'pudding', 'pudding', 'dumpling', 'dumpling', 'maki roll 2', 'egg nigiri', 'maki roll 3', 'egg nigiri', 'tempura', 'sashimi', 'salmon nigiri']",35,26
95,32,3,"['egg nigiri', 'dumpling', 'egg nigiri', 'tempura', 'salmon nigiri', 'tempura', 'dumpling', 'maki roll 1', 'chopsticks', 'squid nigiri']","['pudding', 'pudding', 'pudding', 'salmon nigiri', 'sashimi', 'squid nigiri', 'dumpling', 'squid nigiri', 'pudding', 'salmon nigiri', 'dumpling', 'dumpling', 'salmon nigiri']",50,53
96,33,1,"['pudding', 'sashimi', 'pudding', 'sashimi', 'wasabi', 'wasabi', 'tempura', 'maki roll 1', 'dumpling', 'squid nigiri']","['chopsticks', 'dumpling', 'salmon nigiri', 'salmon nigiri', 'tempura', 'tempura', 'wasabi', 'chopsticks', 'wasabi', 'maki roll 2']",7,13
97,33,2,"['pudding', 'pudding', 'dumpling', 'salmon nigiri', 'dumpling', 'squid nigiri', 'tempura', 'sashimi', 'salmon nigiri', 'maki roll 2', 'dumpling', 'dumpling']","['pudding', 'maki roll 2', 'tempura', 'maki roll 2', 'salmon nigiri', 'sashimi', 'dumpling', 'tempura', 'maki roll 2', 'maki roll 1']",27,24
98,33,3,"['pudding', 'pudding', 'maki roll 2', 'squid nigiri', 'salmon nigiri', 'pudding', 'salmon nigiri', 'wasabi', 'sashimi', 'tempura', 'maki roll 2', 'tempura']","['pudding', 'salmon nigiri', 'maki roll 3', 'sashimi', 'pudding', 'salmon nigiri', 'maki roll 3', 'sashimi', 'wasabi', 'squid nigiri', 'tempura']",48,28
99,34,1,"['tempura', 'maki roll 2', 'tempura', 'egg nigiri', 'wasabi', 'tempura', 'pudding', 'salmon nigiri', 'sashimi', 'maki roll 2']","['dumpling', 'salmon nigiri', 'dumpling', 'sashimi', 'squid nigiri', 'squid nigiri', 'squid nigiri', 'salmon nigiri', 'maki roll 3', 'sashimi']",14,19
100,34,2,"['pudding', 'maki roll 2', 'wasabi', 'dumpling', 'tempura', 'sashimi', 'sashimi', 'dumpling', 'tempura', 'salmon nigiri', 'tempura']","['tempura', 'egg nigiri', 'sashimi', 'dumpling', 'sashimi', 'egg nigiri', 'maki roll 2', 'dumpling', 'tempura', 'maki roll 3']",27,32
101,34,3,"['pudding', 'maki roll 2', 'pudding', 'maki roll 3', 'sashimi', 'pudding', 'maki roll 2', 'pudding', 'salmon nigiri', 'chopsticks', 'maki roll 3']","['tempura', 'wasabi', 'pudding', 'chopsticks', 'pudding', 'maki roll 1', 'dumpling', 'chopsticks', 'maki roll 2', 'tempura']",41,35
102,35,1,"['sashimi', 'squid nigiri', 'maki roll 1', 'maki roll 3', 'maki roll 3', 'tempura', 'salmon nigiri', 'maki roll 3', 'egg nigiri', 'pudding']","['maki roll 1', 'salmon nigiri', 'dumpling', 'dumpling', 'tempura', 'tempura', 'squid nigiri', 'sashimi', 'dumpling', 'sashimi']",12,19
103,35,2,"['pudding', 'sashimi', 'dumpling', 'maki roll 1', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'sashimi', 'salmon nigiri', 'tempura', 'tempura']","['egg nigiri', 'maki roll 2', 'maki roll 2', 'sashimi', 'sashimi', 'dumpling', 'wasabi', 'squid nigiri', 'salmon nigiri', 'sashimi']",27,39
104,35,3,"['pudding', 'chopsticks', 'dumpling', 'maki roll 2', 'pudding', 'maki roll 2', 'dumpling', 'pudding', 'wasabi', 'wasabi', 'sashimi']","['maki roll 3', 'maki roll 3', 'pudding', 'chopsticks', 'maki roll 2', 'chopsticks', 'sashimi', 'tempura', 'maki roll 3', 'salmon nigiri']",39,38
105,36,1,"['sashimi', 'maki roll 3', 'maki roll 2', 'dumpling', 'dumpling', 'maki roll 2', 'sashimi', 'maki roll 2', 'tempura', 'tempura']","['pudding', 'wasabi', 'dumpling', 'maki roll 3', 'tempura', 'tempura', 'tempura', 'maki roll 2', 'chopsticks', 'tempura']",14,14
106,36,2,"['maki roll 1', 'squid nigiri', 'sashimi', 'pudding', 'sashimi', 'maki roll 2', 'sashimi', 'maki roll 3', 'maki roll 3', 'maki roll 3']","['pudding', 'maki roll 2', 'tempura', 'dumpling', 'squid nigiri', 'wasabi', 'sashimi', 'dumpling', 'salmon nigiri', 'pudding', 'egg nigiri']",33,26
107,36,3,"['pudding', 'sashimi', 'maki roll 2', 'salmon nigiri', 'wasabi', 'tempura', 'dumpling', 'dumpling', 'sashimi', 'pudding', 'maki roll 2']","['pudding', 'pudding', 'maki roll 2', 'maki roll 2', 'maki roll 1', 'salmon nigiri', 'wasabi', 'maki roll 3', 'salmon nigiri', 'maki roll 2', 'pudding', 'tempura']",35,39
108,37,1,"['pudding', 'tempura', 'tempura', 'pudding', 'sashimi', 'pudding', 'tempura', 'dumpling', 'sashimi', 'maki roll 1']","['salmon nigiri', 'sashimi', 'maki roll 3', 'maki roll 3', 'maki roll 1', 'maki roll 1', 'dumpling', 'pudding', 'pudding', 'salmon nigiri']",9,8
109,37,2,"['pudding', 'pudding', 'pudding', 'pudding', 'wasabi', 'dumpling', 'tempura', 'tempura', 'egg nigiri', 'tempura', 'sashimi', 'maki roll 3', 'salmon nigiri']","['pudding', 'pudding', 'squid nigiri', 'maki roll 3', 'sashimi', 'dumpling', 'wasabi', 'salmon nigiri', 'egg nigiri', 'salmon nigiri', 'maki roll 2', 'maki roll 2']",21,20
110,37,3,"['pudding', 'pudding', 'pudding', 'pudding', 'sashimi', 'chopsticks', 'maki roll 2', 'maki roll 3', 'maki roll 2', 'chopsticks', 'wasabi', 'egg nigiri', 'sashimi', 'dumpling']","['pudding', 'pudding', 'squid nigiri', 'tempura', 'tempura', 'dumpling', 'tempura', 'squid nigiri', 'sashimi', 'dumpling', 'salmon nigiri', 'pudding']",35,33
111,38,1,"['salmon nigiri', 'salmon nigiri', 'maki roll 2', 'maki roll 3', 'maki roll 2', 'salmon nigiri', 'egg nigiri', 'maki roll 1', 'pudding', 'sashimi']","['maki roll 1', 'pudding', 'maki roll 3', 'maki roll 1', 'egg nigiri', 'tempura', 'maki roll 1', 'pudding', 'chopsticks', 'salmon nigiri']",13,6
112,38,2,"['pudding', 'squid nigiri', 'maki roll 2', 'sashimi', 'salmon nigiri', 'pudding', 'tempura', 'pudding', 'squid nigiri', 'pudding', 'egg nigiri']","['pudding', 'pudding', 'squid nigiri', 'tempura', 'maki roll 2', 'chopsticks', 'dumpling', 'pudding', 'maki roll 2', 'pudding', 'dumpling', 'maki roll 3']",25,15
113,38,3,"['pudding', 'pudding', 'pudding', 'pudding', 'squid nigiri', 'maki roll 3', 'sashimi', 'sashimi', 'dumpling', 'wasabi', 'dumpling', 'sashimi', 'sashimi', 'tempura']","['pudding', 'pudding', 'pudding', 'pudding', 'maki roll 3', 'tempura', 'sashimi', 'maki roll 1', 'dumpling', 'maki roll 2', 'maki roll 2', 'dumpling', 'maki roll 2', 'maki roll 3']",47,24
114,39,1,"['maki roll 2', 'sashimi', 'sashimi', 'tempura', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'tempura', 'salmon nigiri', 'tempura']","['dumpling', 'pudding', 'pudding', 'dumpling', 'squid nigiri', 'egg nigiri', 'sashimi', 'egg nigiri', 'egg nigiri', 'maki roll 2']",13,12
115,39,2,"['tempura', 'maki roll 2', 'pudding', 'tempura', 'tempura', 'wasabi', 'dumpling', 'sashimi', 'wasabi', 'dumpling']","['pudding', 'pudding', 'tempura', 'pudding', 'chopsticks', 'dumpling', 'maki roll 1', 'sashimi', 'wasabi', 'dumpling', 'salmon nigiri', 'maki roll 3']",24,20
116,39,3,"['pudding', 'tempura', 'dumpling', 'sashimi', 'tempura', 'tempura', 'maki roll 3', 'maki roll 1', 'wasabi', 'dumpling', 'wasabi']","['pudding', 'pudding', 'pudding', 'maki roll 2', 'sashimi', 'salmon nigiri', 'maki roll 3', 'squid nigiri', 'dumpling', 'salmon nigiri', 'dumpling', 'wasabi', 'pudding']",29,39
117,40,1,"['dumpling', 'sashimi', 'sashimi', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'dumpling']","['tempura', 'sashimi', 'wasabi', 'tempura', 'egg nigiri', 'maki roll 1', 'maki roll 1', 'sashimi', 'squid nigiri', 'maki roll 3']",21,12
118,40,2,"['maki roll 1', 'salmon nigiri', 'dumpling', 'sashimi', 'salmon nigiri', 'maki roll 3', 'maki roll 2', 'chopsticks', 'maki roll 2', 'salmon nigiri']","['maki roll 3', 'tempura', 'tempura', 'maki roll 3', 'tempura', 'chopsticks', 'wasabi', 'tempura', 'pudding', 'maki roll 2']",31,25
119,40,3,"['pudding', 'sashimi', 'tempura', 'egg nigiri', 'salmon nigiri', 'maki roll 2', 'dumpling', 'squid nigiri', 'pudding', 'maki roll 3']","['pudding', 'pudding', 'egg nigiri', 'squid nigiri', 'tempura', 'dumpling', 'sashimi', 'chopsticks', 'tempura', 'sashimi', 'dumpling']",47,43
120,41,1,"['squid nigiri', 'salmon nigiri', 'pudding', 'wasabi', 'salmon nigiri', 'sashimi', 'maki roll 2', 'sashimi', 'maki roll 2', 'sashimi']","['wasabi', 'egg nigiri', 'sashimi', 'tempura', 'sashimi', 'salmon nigiri', 'tempura', 'salmon nigiri', 'squid nigiri', 'maki roll 3']",23,16
121,41,2,"['pudding', 'dumpling', 'chopsticks', 'tempura', 'tempura', 'sashimi', 'maki roll 2', 'egg nigiri', 'salmon nigiri', 'dumpling', 'salmon nigiri']","['tempura', 'sashimi', 'sashimi', 'maki roll 2', 'squid nigiri', 'maki roll 3', 'salmon nigiri', 'tempura', 'sashimi', 'dumpling']",39,40
122,41,3,"['pudding', 'sashimi', 'dumpling', 'maki roll 2', 'pudding', 'maki roll 1', 'tempura', 'dumpling', 'egg nigiri', 'maki roll 2', 'dumpling']","['pudding', 'maki roll 2', 'pudding', 'chopsticks', 'sashimi', 'tempura', 'squid nigiri', 'tempura', 'maki roll 3', 'maki roll 2']",52,54
123,42,1,"['maki roll 1', 'wasabi', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'egg nigiri', 'wasabi']","['tempura', 'sashimi', 'tempura', 'tempura', 'salmon nigiri', 'maki roll 2', 'wasabi', 'squid nigiri', 'maki roll 3', 'maki roll 3']",12,13
124,42,2,"['tempura', 'pudding', 'pudding', 'squid nigiri', 'tempura', 'salmon nigiri', 'maki roll 1', 'sashimi', 'wasabi', 'salmon nigiri']","['pudding', 'squid nigiri', 'sashimi', 'dumpling', 'maki roll 3', 'sashimi', 'squid nigiri', 'dumpling', 'maki roll 2', 'squid nigiri']",27,28
125,42,3,"['pudding', 'pudding', 'dumpling', 'maki roll 2', 'maki roll 2', 'tempura', 'maki roll 3', 'egg nigiri', 'pudding', 'maki roll 3', 'dumpling', 'salmon nigiri']","['pudding', 'sashimi', 'egg nigiri', 'maki roll 1', 'dumpling', 'tempura', 'chopsticks', 'dumpling', 'salmon nigiri', 'egg nigiri', 'sashimi']",45,32
126,43,1,"['tempura', 'pudding', 'dumpling', 'sashimi', 'dumpling', 'salmon nigiri', 'dumpling', 'dumpling', 'maki roll 2', 'squid nigiri']","['sashimi', 'tempura', 'sashimi', 'tempura', 'salmon nigiri', 'dumpling', 'dumpling', 'chopsticks', 'maki roll 2', 'maki roll 2']",18,13
127,43,2,"['pudding', 'maki roll 3', 'maki roll 1', 'wasabi', 'egg nigiri', 'pudding', 'maki roll 1', 'tempura', 'dumpling', 'chopsticks', 'egg nigiri']","['tempura', 'tempura', 'salmon nigiri', 'sashimi', 'maki roll 1', 'chopsticks', 'sashimi', 'dumpling', 'dumpling', 'maki roll 3']",27,26
128,43,3,"['pudding', 'pudding', 'tempura', 'sashimi', 'salmon nigiri', 'sashimi', 'wasabi', 'salmon nigiri', 'tempura', 'chopsticks', 'sashimi', 'dumpling']","['salmon nigiri', 'tempura', 'maki roll 3', 'dumpling', 'chopsticks', 'maki roll 3', 'salmon nigiri', 'sashimi', 'pudding', 'pudding']",53,37
129,44,1,"['maki roll 2', 'sashimi', 'squid nigiri', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'dumpling', 'maki roll 3', 'wasabi', 'maki roll 2']","['egg nigiri', 'squid nigiri', 'squid nigiri', 'salmon nigiri', 'dumpling', 'pudding', 'maki roll 3', 'tempura', 'maki roll 3', 'dumpling']",14,15
130,44,2,"['tempura', 'squid nigiri', 'sashimi', 'salmon nigiri', 'tempura', 'maki roll 2', 'dumpling', 'sashimi', 'wasabi', 'maki roll 2']","['pudding', 'wasabi', 'chopsticks', 'maki roll 2', 'maki roll 3', 'chopsticks', 'dumpling', 'wasabi', 'tempura', 'wasabi', 'pudding']",28,19
131,44,3,"['tempura', 'salmon nigiri', 'maki roll 3', 'sashimi', 'maki roll 2', 'maki roll 1', 'egg nigiri', 'sashimi', 'maki roll 2', 'sashimi']","['pudding', 'pudding', 'maki roll 2', 'maki roll 2', 'pudding', 'dumpling', 'maki roll 3', 'maki roll 1', 'egg nigiri', 'maki roll 3', 'sashimi', 'maki roll 1']",38,30
132,45,1,"['salmon nigiri', 'sashimi', 'maki roll 3', 'tempura', 'salmon nigiri', 'maki roll 2', 'tempura', 'salmon nigiri', 'sashimi', 'chopsticks']","['pudding', 'sashimi', 'egg nigiri', 'pudding', 'chopsticks', 'maki roll 2', 'wasabi', 'tempura', 'squid nigiri', 'pudding']",17,7
133,45,2,"['maki roll 3', 'dumpling', 'egg nigiri', 'maki roll 1', 'pudding', 'maki roll 3', 'maki roll 3', 'sashimi', 'maki roll 3', 'sashimi']","['pudding', 'pudding', 'pudding', 'salmon nigiri', 'pudding', 'squid nigiri', 'dumpling', 'maki roll 1', 'salmon nigiri', 'dumpling', 'egg nigiri', 'sashimi', 'dumpling']",25,24
134,45,3,"['pudding', 'salmon nigiri', 'salmon nigiri', 'maki roll 2', 'tempura', 'tempura', 'pudding', 'wasabi', 'dumpling', 'maki roll 2', 'tempura']","['pudding', 'pudding', 'pudding', 'pudding', 'sashimi', 'wasabi', 'maki roll 2', 'maki roll 1', 'dumpling', 'dumpling', 'sashimi', 'dumpling', 'maki roll 1', 'pudding']",32,39
135,46,1,"['tempura', 'pudding', 'dumpling', 'pudding', 'dumpling', 'salmon nigiri', 'maki roll 1', 'wasabi', 'sashimi', 'sashimi']","['maki roll 3', 'squid nigiri', 'maki roll 1', 'wasabi', 'sashimi', 'tempura', 'pudding', 'squid nigiri', 'dumpling', 'tempura']",8,15
136,46,2,"['pudding', 'pudding', 'maki roll 3', 'maki roll 2', 'pudding', 'maki roll 3', 'tempura', 'sashimi', 'pudding', 'sashimi', 'egg nigiri', 'wasabi']","['pudding', 'dumpling', 'maki roll 2', 'dumpling', 'squid nigiri', 'maki roll 2', 'maki roll 3', 'maki roll 1', 'dumpling', 'chopsticks', 'pudding']",12,27
137,46,3,"['pudding', 'pudding', 'pudding', 'pudding', 'wasabi', 'chopsticks', 'wasabi', 'chopsticks', 'sashimi', 'maki roll 3', 'maki roll 1', 'egg nigiri', 'maki roll 2', 'tempura']","['pudding', 'pudding', 'maki roll 2', 'sashimi', 'tempura', 'maki roll 3', 'egg nigiri', 'sashimi', 'squid nigiri', 'dumpling', 'tempura', 'sashimi']",25,44
138,47,1,"['wasabi', 'maki roll 2', 'dumpling', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'pudding', 'maki roll 1', 'maki roll 3', 'wasabi']","['sashimi', 'sashimi', 'egg nigiri', 'maki roll 3', 'tempura', 'maki roll 2', 'pudding', 'chopsticks', 'tempura', 'squid nigiri']",11,12
139,47,2,"['pudding', 'dumpling', 'sashimi', 'sashimi', 'tempura', 'dumpling', 'maki roll 3', 'dumpling', 'pudding', 'maki roll 2', 'squid nigiri']","['pudding', 'wasabi', 'chopsticks', 'tempura', 'salmon nigiri', 'maki roll 2', 'tempura', 'maki roll 3', 'tempura', 'tempura', 'maki roll 1']",23,27
140,47,3,"['pudding', 'pudding', 'sashimi', 'pudding', 'pudding', 'pudding', 'maki roll 1', 'squid nigiri', 'sashimi', 'squid nigiri', 'tempura', 'dumpling']","['pudding', 'salmon nigiri', 'chopsticks', 'maki roll 2', 'maki roll 2', 'pudding', 'maki roll 3', 'maki roll 2', 'tempura', 'sashimi', 'pudding']",39,26
141,48,1,"['tempura', 'squid nigiri', 'dumpling', 'sashimi', 'squid nigiri', 'salmon nigiri', 'tempura', 'egg nigiri', 'dumpling', 'sashimi']","['tempura', 'tempura', 'pudding', 'tempura', 'maki roll 1', 'salmon nigiri', 'salmon nigiri', 'maki roll 2', 'maki roll 2', 'dumpling']",20,13
142,48,2,"['tempura', 'dumpling', 'pudding', 'maki roll 2', 'dumpling', 'maki roll 1', 'dumpling', 'maki roll 3', 'wasabi', 'sashimi']","['pudding', 'maki roll 1', 'maki roll 1', 'dumpling', 'squid nigiri', 'dumpling', 'pudding', 'salmon nigiri', 'dumpling', 'sashimi', 'pudding']",32,27
143,48,3,"['pudding', 'egg nigiri', 'pudding', 'maki roll 2', 'maki roll 3', 'tempura', 'maki roll 2', 'chopsticks', 'sashimi', 'maki roll 2', 'maki roll 1']","['pudding', 'pudding', 'pudding', 'wasabi', 'salmon nigiri', 'sashimi', 'sashimi', 'maki roll 2', 'wasabi', 'maki roll 2', 'squid nigiri', 'maki roll 2', 'maki roll 1']",33,41
144,49,1,"['sashimi', 'tempura', 'dumpling', 'salmon nigiri', 'dumpling', 'maki roll 3', 'pudding', 'wasabi', 'maki roll 2', 'tempura']","['maki roll 1', 'salmon nigiri', 'pudding', 'sashimi', 'maki roll 3', 'sashimi', 'dumpling', 'wasabi', 'maki roll 3', 'squid nigiri']",13,9
145,49,2,"['pudding', 'wasabi', 'maki roll 2', 'maki roll 2', 'maki roll 2', 'dumpling', 'maki roll 3', 'sashimi', 'maki roll 2', 'tempura', 'sashimi']","['pudding', 'tempura', 'maki roll 3', 'tempura', 'tempura', 'maki roll 3', 'sashimi', 'sashimi', 'pudding', 'maki roll 1', 'salmon nigiri']",20,19
146,49,3,"['pudding', 'squid nigiri', 'maki roll 2', 'sashimi', 'wasabi', 'dumpling', 'squid nigiri', 'tempura', 'egg nigiri', 'maki roll 3', 'pudding']","['pudding', 'pudding', 'chopsticks', 'tempura', 'dumpling', 'tempura', 'egg nigiri', 'maki roll 2', 'dumpling', 'sashimi', 'sashimi', 'pudding']",28,37
147,50,1,"['dumpling', 'dumpling', 'maki roll 3', 'chopsticks', 'tempura', 'maki roll 1', 'egg nigiri', 'squid nigiri', 'salmon nigiri', 'wasabi']","['salmon nigiri', 'tempura', 'maki roll 1', 'maki roll 2', 'maki roll 3', 'salmon nigiri', 'salmon nigiri', 'egg nigiri', 'maki roll 2', 'maki roll 1']",12,10
148,50,2,"['wasabi', 'pudding', 'dumpling', 'sashimi', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'maki roll 2', 'dumpling', 'tempura']","['sashimi', 'salmon nigiri', 'pudding', 'pudding', 'pudding', 'sashimi', 'maki roll 2', 'pudding', 'sashimi', 'chopsticks']",21,25
149,50,3,"['pudding', 'tempura', 'sashimi', 'maki roll 2', 'dumpling', 'dumpling', 'dumpling', 'maki roll 2', 'salmon nigiri', 'maki roll 3', 'egg nigiri']","['pudding', 'pudding', 'pudding', 'pudding', 'wasabi', 'dumpling', 'wasabi', 'pudding', 'egg nigiri', 'tempura', 'dumpling', 'sashimi', 'sashimi', 'tempura']",30,43
150,51,1,"['squid nigiri', 'dumpling', 'dumpling', 'pudding', 'squid nigiri', 'chopsticks', 'sashimi', 'maki roll 2', 'maki roll 3', 'maki roll 2']","['maki roll 2', 'salmon nigiri', 'maki roll 3', 'maki roll 1', 'maki roll 2', 'squid nigiri', 'sashimi', 'dumpling', 'maki roll 3', 'maki roll 3']",12,9
